dataset_id,record_id,timestamp,country,sample_weight,trust_score,wellbeing_score,collaboration_score,information_access,data_source,collection_date,quality_flag,missing_data_pct
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000000,2020-01-01,JPN,1.0992042305049838,0.8498979354045636,0.5245926597329419,0.5380742719515845,0.6814500108097301,gss_trust_social_capital_2022,2020-2022,high,0.0205625052183937
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000001,2020-01-02,JPN,0.594845883115191,0.7001736787625835,0.38981894574289183,0.3215938882971198,0.8796612438815425,gss_trust_social_capital_2022,2020-2022,high,0.042443561931155976
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000002,2020-01-03,JPN,1.6029495600057035,0.339543636396549,0.3965035837660507,0.41631807911095836,0.6121200728957018,gss_trust_social_capital_2022,2020-2022,high,0.0325361866181408
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000003,2020-01-04,USA,1.0244569598883082,0.700535858554777,0.814752333323266,0.5249652130856822,0.8690528858018159,gss_trust_social_capital_2022,2020-2022,high,0.0001305834768004277
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000004,2020-01-05,JPN,1.5806266496074317,0.6198006813648392,0.44011530983555464,0.3350662779062627,0.4963971392136587,gss_trust_social_capital_2022,2020-2022,high,0.027285162181169845
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000005,2020-01-06,DEU,0.798566582605879,0.9031301973999715,0.43730705325649727,0.40360174216541045,0.8550915500457024,gss_trust_social_capital_2022,2020-2022,high,0.004431706218160936
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000006,2020-01-07,JPN,1.6914363571252164,0.6544833465966222,0.6625768373565064,0.5630482761187725,0.8935508596229762,gss_trust_social_capital_2022,2020-2022,high,0.04867529042307125
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000007,2020-01-08,GBR,1.4805588430178886,0.6363958784922086,0.5408246761282115,0.6615689104945874,0.7341010805479041,gss_trust_social_capital_2022,2020-2022,high,0.04248780368754632
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000008,2020-01-09,DEU,1.4035209045885735,0.8638451187003399,0.48947416649170683,0.3373491266523984,0.9262767603342884,gss_trust_social_capital_2022,2020-2022,high,0.04652601505711951
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000009,2020-01-10,GBR,1.1824611623468715,0.7405035335482545,0.7355148090804577,0.677468961392943,0.5915395341216058,gss_trust_social_capital_2022,2020-2022,high,0.012155923601904057
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000010,2020-01-11,FRA,1.9894666492656836,0.5725916129432282,0.5349990610320599,0.40333154671763216,0.7933155060959999,gss_trust_social_capital_2022,2020-2022,high,0.0427799265514852
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000011,2020-01-12,USA,1.113053140077825,0.8334417308099363,0.6971998660521533,0.5770087918919973,0.8522085772716473,gss_trust_social_capital_2022,2020-2022,high,0.0406551581305491
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000012,2020-01-13,USA,1.7114173250102294,0.707642531909909,0.39038618256093766,0.7185808309187369,0.9478666677211055,gss_trust_social_capital_2022,2020-2022,high,0.012638581111463855
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000013,2020-01-14,GBR,1.4811802761937758,0.8044048615320053,0.5229942785103355,0.3780733017678644,0.7251002815262916,gss_trust_social_capital_2022,2020-2022,high,0.00023466463720618337
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000014,2020-01-15,FRA,0.7792650477762066,0.9181885458799373,0.806137884908333,0.44141466237614924,0.5088603953701802,gss_trust_social_capital_2022,2020-2022,high,0.04911777467471581
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000015,2020-01-16,USA,1.1336758294208855,0.5230551475883951,0.5122427328931088,0.6190505673610397,0.5827152590524826,gss_trust_social_capital_2022,2020-2022,high,0.045576281786981414
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000016,2020-01-17,GBR,1.7820568506448455,0.6580892602355769,0.8959197806565378,0.48982242620691296,0.7224794720263392,gss_trust_social_capital_2022,2020-2022,high,0.032085277491075696
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000017,2020-01-18,JPN,0.6332145690520339,0.6438773746818004,0.5931529061197542,0.3815624494408918,0.6957052150627416,gss_trust_social_capital_2022,2020-2022,high,0.04182457102228654
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000018,2020-01-19,DEU,1.7301681570309022,0.8029352245942186,0.8449580485141106,0.6785999763230542,0.6510248934683791,gss_trust_social_capital_2022,2020-2022,high,0.02927655873894358
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000019,2020-01-20,GBR,1.1951043811147366,0.9512766308174353,0.4577605436465183,0.5039139743768564,0.5523225305957273,gss_trust_social_capital_2022,2020-2022,high,0.04565312431656178
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000020,2020-01-21,USA,0.5296343530961375,0.6511932297568971,0.5622146222158164,0.4153424310856234,0.7409776168006607,gss_trust_social_capital_2022,2020-2022,high,0.004668619433001281
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000021,2020-01-22,GBR,1.346198507655732,0.7472403483876301,0.30193650692881024,0.7965352767720852,0.5380251239288893,gss_trust_social_capital_2022,2020-2022,high,0.02114338241072849
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000022,2020-01-23,USA,1.4098079660886094,0.8663333822243368,0.6697336903405093,0.23120244420992914,0.5106047385508198,gss_trust_social_capital_2022,2020-2022,medium,0.034714800946480794
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000023,2020-01-24,DEU,0.8212273237997207,0.964316822008118,0.45833892643956675,0.64725949177466,0.7019043400934434,gss_trust_social_capital_2022,2020-2022,high,0.01106425026863932
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000024,2020-01-25,DEU,0.7724702364161469,0.47278858128650986,0.28155580919905426,0.4340554138453715,0.45662052420170873,gss_trust_social_capital_2022,2020-2022,high,0.0431465028602445
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000025,2020-01-26,JPN,1.3282275376822321,0.7195885846553549,0.73481707295661,0.8835912299281578,0.7384323640321916,gss_trust_social_capital_2022,2020-2022,high,0.04085987128238669
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000026,2020-01-27,DEU,1.9790102087187278,0.7805465239812814,0.46559287411807015,0.44775402122154573,0.8091267714269171,gss_trust_social_capital_2022,2020-2022,high,0.0013473650962912088
gss_trust_social_capital_2022,gss_trust_social_capital_2022_000027,2020-01-28,JPN,0.6748761668804788,0.8526277707546954,0.23659750434246013,0.5016727840541746,0.4523931822166207,gss_trust_social_capital_2022,2020-2022,high,0.03683525692547423
