dataset_id,record_id,timestamp,country,sample_weight,trust_score,wellbeing_score,collaboration_score,information_access,data_source,collection_date,quality_flag,missing_data_pct
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000000,2020-01-01,USA,1.0935837325194515,0.8221244687283799,0.30953316145170773,0.2601402415290977,0.6398188030070583,oecd_education_collaboration_2023,2020-2022,medium,0.02038064985342186
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000001,2020-01-02,JPN,0.9952958066532553,0.823873612207833,0.6174147543120431,0.2619133003188848,0.6316707138023449,oecd_education_collaboration_2023,2020-2022,high,0.002508973268954301
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000002,2020-01-03,GBR,1.2451345741193705,0.42190535356662934,0.48414070867875825,0.8730134353703055,0.6560683216548898,oecd_education_collaboration_2023,2020-2022,high,0.037244185824847
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000003,2020-01-04,USA,0.8211348853560041,0.7471584861826474,0.18319840568140452,0.29576695234429573,0.25238413570809876,oecd_education_collaboration_2023,2020-2022,high,0.04775362073421498
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000004,2020-01-05,USA,1.4116566047126946,0.7763161861764281,0.5698796972731368,0.3098717529080455,0.7708387230933365,oecd_education_collaboration_2023,2020-2022,high,0.015941545442444267
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000005,2020-01-06,JPN,0.5780293128819161,0.8171710527598613,0.528343169230591,0.49609428526118043,0.7766541785440338,oecd_education_collaboration_2023,2020-2022,high,0.004719869635960567
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000006,2020-01-07,USA,0.7608935768797606,0.8334002479680102,0.7343515587807257,0.4345021157322678,0.637812233551427,oecd_education_collaboration_2023,2020-2022,high,0.026532825249662464
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000007,2020-01-08,GBR,1.7832722191244996,0.5556297215545681,0.465596896857119,0.19563200053700347,0.7885551765767528,oecd_education_collaboration_2023,2020-2022,high,0.0427700151246008
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000008,2020-01-09,GBR,0.7606371513702291,0.46705982292344944,0.5587247822044169,0.4022215782843645,0.68800601566629,oecd_education_collaboration_2023,2020-2022,high,0.02327417524191709
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000009,2020-01-10,FRA,0.9033172683600936,0.8268945924450267,0.7600948643066238,0.3042734043456404,0.645406203186455,oecd_education_collaboration_2023,2020-2022,high,0.037113428686355525
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000010,2020-01-11,DEU,1.8014540451202166,0.7702750254077778,0.6821507731456449,0.5403381041479711,0.6052822907004566,oecd_education_collaboration_2023,2020-2022,high,0.024407437311690712
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000011,2020-01-12,USA,0.7194804382074145,0.940708607852545,0.37189312476928016,0.9033891404935348,0.7772130861866454,oecd_education_collaboration_2023,2020-2022,high,0.006850338566642428
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000012,2020-01-13,JPN,0.7931755514012502,0.6517453217909485,0.5289051509163492,0.35311435232604943,0.7643281682762962,oecd_education_collaboration_2023,2020-2022,high,0.04289603038868142
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000013,2020-01-14,DEU,0.9545590907622579,0.7408403353016014,0.3044322989649876,0.6809391139460951,0.5276960856488931,oecd_education_collaboration_2023,2020-2022,high,0.04386174283700713
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000014,2020-01-15,GBR,0.7648280559859003,0.7820382246655094,0.6512165625018385,0.7261040217460522,0.24367264207142852,oecd_education_collaboration_2023,2020-2022,high,0.04395522529727473
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000015,2020-01-16,GBR,1.153279425182899,0.7640210239991255,0.7444185494677328,0.8007830668812294,0.9100014304049472,oecd_education_collaboration_2023,2020-2022,high,0.04993114904911123
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000016,2020-01-17,GBR,1.8602826781448676,0.580968070958093,0.6626979546345575,0.3114290991716411,0.7725139731666286,oecd_education_collaboration_2023,2020-2022,high,0.02682441663386457
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000017,2020-01-18,DEU,1.6139357670903465,0.640009711880175,0.6239707815927891,0.30370802190965185,0.7607463868010671,oecd_education_collaboration_2023,2020-2022,high,0.002253597637192051
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000018,2020-01-19,FRA,1.5989943650429888,0.8748320099136788,0.44511063366166737,0.37954127782421754,0.7968884696778984,oecd_education_collaboration_2023,2020-2022,medium,0.03903067490029642
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000019,2020-01-20,DEU,1.3753741678532028,0.7263537662804392,0.25702143636774,0.6395781282302218,0.7938814555154687,oecd_education_collaboration_2023,2020-2022,high,0.01774344660847063
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000020,2020-01-21,GBR,1.958559792317957,0.8198892402477946,0.6184939146951326,0.5565031205049471,0.9073917918326662,oecd_education_collaboration_2023,2020-2022,high,0.010770218051500953
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000021,2020-01-22,FRA,1.2204983204047377,0.6585565921903193,0.5664739953277266,0.7269396864299352,0.42641105109603894,oecd_education_collaboration_2023,2020-2022,high,0.0007109448113176376
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000022,2020-01-23,GBR,0.5309989870161993,0.7131769983740134,0.7202164242244997,0.4686965591426686,0.7940214181572435,oecd_education_collaboration_2023,2020-2022,high,0.016456401690935096
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000023,2020-01-24,DEU,1.5594550805909093,0.6376563711612919,0.7821551988532925,0.1894875949974378,0.5219213007988149,oecd_education_collaboration_2023,2020-2022,high,0.003482205701317376
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000024,2020-01-25,FRA,0.9448952339465169,0.8209420270911054,0.5422712985837,0.37101499045390546,0.7887527516003655,oecd_education_collaboration_2023,2020-2022,high,0.007676587214369335
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000025,2020-01-26,JPN,0.7981844600899264,0.8242480241478807,0.878545406859803,0.6853490374050831,0.4794671680403397,oecd_education_collaboration_2023,2020-2022,medium,0.021580899508847052
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000026,2020-01-27,JPN,1.3390309712090271,0.8174747949225261,0.3892763935857389,0.5162452260101071,0.7498047412081483,oecd_education_collaboration_2023,2020-2022,high,0.029174852322429657
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000027,2020-01-28,JPN,0.5963817884915618,0.9660377049496675,0.7486190567880356,0.9218111935219895,0.7047280660161523,oecd_education_collaboration_2023,2020-2022,medium,0.013906041872049286
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000028,2020-01-29,FRA,1.5976256530227329,0.7895710116997224,0.48633688999846,0.8170753090514141,0.45421362060808523,oecd_education_collaboration_2023,2020-2022,high,0.030066775617936525
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000029,2020-01-30,DEU,1.1467709945680293,0.7370756762188209,0.7063888865765855,0.16564822987151878,0.46724946830578096,oecd_education_collaboration_2023,2020-2022,high,0.025757579429183206
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000030,2020-01-31,GBR,1.0989413406492792,0.6327688063241842,0.8367785660480386,0.3911913186930562,0.9356488682352949,oecd_education_collaboration_2023,2020-2022,high,0.04853055619551859
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000031,2020-02-01,JPN,1.3462412143544245,0.9053494479759231,0.8015736563422043,0.6062871815868981,0.8643074504885562,oecd_education_collaboration_2023,2020-2022,high,0.006115393099171191
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000032,2020-02-02,GBR,1.4248596521697052,0.870488066667325,0.5891842913674341,0.6841547023384995,0.6102375344600733,oecd_education_collaboration_2023,2020-2022,high,0.04676045526541362
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000033,2020-02-03,FRA,1.523589376887464,0.6957069446026557,0.3764598470377524,0.152910474201104,0.7131679950021378,oecd_education_collaboration_2023,2020-2022,high,0.030335835567803296
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000034,2020-02-04,GBR,1.2924330228339873,0.47949367153348316,0.3752652601140129,0.35943292678928773,0.5925937997629436,oecd_education_collaboration_2023,2020-2022,high,0.036334159549874255
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000035,2020-02-05,USA,1.0996720468963708,0.8342623331451232,0.5177890310771106,0.27612189294200934,0.7067220672465557,oecd_education_collaboration_2023,2020-2022,medium,0.033228433908563657
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000036,2020-02-06,USA,1.3225549989594911,0.9185051607456605,0.5781966402617006,0.5635882299426376,0.8691438988260721,oecd_education_collaboration_2023,2020-2022,high,0.0011969325028450386
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000037,2020-02-07,GBR,1.200441018652369,0.7098133946878875,0.33692005070276737,0.650409491140551,0.8916602152460731,oecd_education_collaboration_2023,2020-2022,high,0.030687403985258616
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000038,2020-02-08,USA,1.8754893279025875,0.5580730737646429,0.48021436396155875,0.2687400615762856,0.4998454149643003,oecd_education_collaboration_2023,2020-2022,high,0.032650093859897165
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000039,2020-02-09,GBR,1.5376838137449202,0.5940016816535293,0.6107355014438265,0.3216990065126174,0.7797419875455772,oecd_education_collaboration_2023,2020-2022,medium,0.009493736949347542
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000040,2020-02-10,DEU,1.780152667937298,0.9194699387782252,0.5677667049005233,0.864047714507169,0.7980367929832516,oecd_education_collaboration_2023,2020-2022,high,0.04564390874591756
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000041,2020-02-11,GBR,1.0837441091011049,0.9372696889073767,0.8449987637023674,0.22673621660250762,0.7559820311589076,oecd_education_collaboration_2023,2020-2022,high,0.013265754398561919
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000042,2020-02-12,JPN,0.8029838220395723,0.4474179065450278,0.6629827750956592,0.09255076201142187,0.4007272643017557,oecd_education_collaboration_2023,2020-2022,high,0.016639073196212606
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000043,2020-02-13,GBR,0.5011056860483877,0.9728788423788371,0.7299782998303583,0.7109281920663683,0.48427027035316983,oecd_education_collaboration_2023,2020-2022,high,0.01961395023843438
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000044,2020-02-14,USA,0.9078728788460713,0.4960193495384685,0.4571075896188031,0.5198602652213969,0.7759254396924682,oecd_education_collaboration_2023,2020-2022,high,0.022719406070732296
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000045,2020-02-15,FRA,1.9892264150748082,0.770913191228279,0.6636910670169792,0.5399270104300214,0.5472454397649954,oecd_education_collaboration_2023,2020-2022,medium,0.007130009439654495
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000046,2020-02-16,JPN,0.9267637739467681,0.7377272074046473,0.5298249578436527,0.36720135547355726,0.8694794180585766,oecd_education_collaboration_2023,2020-2022,high,0.042748434190671175
oecd_education_collaboration_2023,oecd_education_collaboration_2023_000047,2020-02-17,DEU,1.3824077488537132,0.8466158017945582,0.5594167730706966,0.5888194128922514,0.3480317051934492,oecd_education_collaboration_2023,2020-2022,high,0.048178754110741386
