dataset_id,record_id,timestamp,country,sample_weight,trust_score,wellbeing_score,collaboration_score,information_access,data_source,collection_date,quality_flag,missing_data_pct
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000000,2020-01-01,USA,1.919200042793574,0.5096410882000856,0.5295396491355838,0.27891589283449486,0.6666429748952669,wvs_trust_wellbeing_wave7,2020-2022,high,0.011677227810930113
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000001,2020-01-02,DEU,1.7867788735573866,0.8220438029462122,0.5319440095961536,0.2895161529317911,0.8904810123814727,wvs_trust_wellbeing_wave7,2020-2022,high,0.010836566424257605
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000002,2020-01-03,DEU,1.6331508784467792,0.5913020124756566,0.7288308347159966,0.425928225133438,0.4633850051284914,wvs_trust_wellbeing_wave7,2020-2022,high,0.03656342563467891
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000003,2020-01-04,JPN,1.273422632878356,0.9292069646265725,0.5457026715017499,0.1902220685035864,0.45844239246484697,wvs_trust_wellbeing_wave7,2020-2022,medium,0.027562257388731377
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000004,2020-01-05,JPN,1.390756369353702,0.8166161985146811,0.39386368878565925,0.325997456184805,0.5498596305720734,wvs_trust_wellbeing_wave7,2020-2022,high,0.03226338244533888
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000005,2020-01-06,DEU,1.8898923228698827,0.46777499847370496,0.5733444379870687,0.5838647340518344,0.9343344573431448,wvs_trust_wellbeing_wave7,2020-2022,high,0.012344525556240682
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000006,2020-01-07,GBR,1.8474050230120174,0.642919513219462,0.4120819692237737,0.36599342664413087,0.6145140781455667,wvs_trust_wellbeing_wave7,2020-2022,high,0.022749967188949782
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000007,2020-01-08,DEU,1.3163639183936788,0.6515982513474999,0.4368343428734452,0.7633086809358157,0.6047715201746241,wvs_trust_wellbeing_wave7,2020-2022,medium,0.017922782141009747
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000008,2020-01-09,GBR,0.9407954674360676,0.7243848961461994,0.12497701426153787,0.4066790984385476,0.597589820847945,wvs_trust_wellbeing_wave7,2020-2022,high,0.04382269857453621
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000009,2020-01-10,DEU,1.9888819085552305,0.7050634563198845,0.829961513097972,0.2529057403041847,0.5863593305263746,wvs_trust_wellbeing_wave7,2020-2022,high,0.03514364702908441
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000010,2020-01-11,FRA,0.651419150676583,0.8772892750852529,0.7519084515752994,0.7924466744695675,0.5028540257920194,wvs_trust_wellbeing_wave7,2020-2022,high,0.009467876267322357
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000011,2020-01-12,USA,1.1041276574831982,0.5648432305941256,0.7470628688002339,0.8686101756810183,0.8363521684287394,wvs_trust_wellbeing_wave7,2020-2022,high,0.03924210533124272
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000012,2020-01-13,USA,0.8840351792190553,0.9785287306895956,0.6071093545539941,0.310991648926796,0.6282735899604853,wvs_trust_wellbeing_wave7,2020-2022,medium,0.011657525619181847
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000013,2020-01-14,GBR,1.6567333640460795,0.7267623077273884,0.4205339374661418,0.5952694701863344,0.9096344095497092,wvs_trust_wellbeing_wave7,2020-2022,medium,0.04274162743228674
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000014,2020-01-15,GBR,1.321225216093269,0.6566038342070412,0.6760414292916377,0.6852295200725788,0.43827415184151824,wvs_trust_wellbeing_wave7,2020-2022,high,0.048726554338082685
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000015,2020-01-16,DEU,1.2446577579889284,0.7444233031953711,0.5485301780467171,0.4356365075231368,0.3784846395980666,wvs_trust_wellbeing_wave7,2020-2022,high,0.017761258095534176
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000016,2020-01-17,USA,0.656071617615803,0.964135803118457,0.3332100062224787,0.17467130091946073,0.7766993207920686,wvs_trust_wellbeing_wave7,2020-2022,high,0.03520967489964152
wvs_trust_wellbeing_wave7,wvs_trust_wellbeing_wave7_000017,2020-01-18,JPN,1.2305106278758584,0.8174198734814212,0.794911541649703,0.4483704213107543,0.3489005085555188,wvs_trust_wellbeing_wave7,2020-2022,medium,0.044655431574370325
