run_id,wave_coherence,noise_level,emergence_factor,calibration_factor,cci_raw,cci_normalized,guardian_score,truthlens_score,meaningforge_score
0,0.6178660010748439,0.25917602668158823,0.4149124721684969,0.8135800716382583,0.8047412487373481,0.08047412487373481,0.7553372930284382,0.7101110586467578,0.6696535624349225
1,0.5156251664755466,0.20734408134506468,0.8674099120910446,0.8120089360630771,1.7515706221108587,0.17515706221108587,0.8468790651524061,0.7105105112589049,0.6437936456732948
2,0.7207005474539501,0.2792539759717153,0.5901171745860012,0.8565976321713983,1.3045796829050518,0.13045796829050518,0.7661293711800353,0.6384880812397127,0.6982553503368916
3,0.6673937541383508,0.14317117623259837,0.39054401665240623,0.8110482700431648,1.476533265583188,0.1476533265583188,0.7206235956137929,0.6677802353911914,0.6929294279945752
4,0.5795095488801372,0.3494091766931563,0.6407946718347786,0.8164679498424962,0.8677294212076446,0.08677294212076446,0.665403870717044,0.682567067083378,0.6001616083168676
5,0.6779984264480275,0.36639473024715974,0.7783606379971861,0.8135957456527253,1.17184184364728,0.117184184364728,0.7526500549305211,0.690614628150958,0.6530381059701639
6,0.7875104332897739,0.323073029540229,0.832641811131382,0.8267891335151586,1.6780642583262508,0.1678064258326251,0.7787310821869126,0.7176565265716217,0.6121173257142788
7,0.7082540254045327,0.24786180224970525,0.3782575693251714,0.9968767061988945,1.0774782787869226,0.10774782787869226,0.630524608810004,0.6882811212585481,0.6099445838998933
8,0.7323099300346911,0.38630135966707724,0.4184662665082051,0.8166650801260811,0.6478480063932993,0.06478480063932993,0.7513317489037368,0.6918244566354311,0.5860309540724536
9,0.6242079374581551,0.3146929776755422,0.349641293552042,0.9350972886008854,0.6485175765206371,0.06485175765206372,0.6801548158934575,0.6836394795169453,0.6546341947122558
10,0.8140334765055719,0.20598437553418586,0.43211524142624247,0.84907447809195,1.4499511066510549,0.14499511066510548,0.7319798842986036,0.7000042878985743,0.6192094953165397
11,0.756349931777798,0.13185065570900162,0.6441659626806224,0.992069158804809,3.6658965059479183,0.3665896505947918,0.6619707642233025,0.8489325558770536,0.7527466930113227
12,0.8952026646285706,0.34986128052071885,0.5988862092623977,0.8160302675728061,1.2504780274495235,0.12504780274495236,0.757169074831474,0.7105501494036086,0.674774798279629
13,0.7979916844867225,0.22391878842875731,0.6088232003253695,0.9693082990234101,2.1031049954250602,0.21031049954250602,0.7908932941682828,0.7045004235713038,0.7059262839531256
14,0.5477545575914213,0.2562878443991502,0.569370040978217,0.9794574549863619,1.1918954981063656,0.11918954981063656,0.8461076803978096,0.5861427325627309,0.6910574982797743
15,0.8791692076834262,0.13900450392212632,0.6966676041156424,0.8327464616980336,3.66928975657562,0.366928975657562,0.7806846507517591,0.853551079934117,0.6801017141279122
16,0.7844692540275275,0.3062295232198896,0.32218148853902284,0.9776341131911714,0.8068741453258167,0.08068741453258167,0.7522082089693798,0.6572680536305037,0.6192486463186669
17,0.8716179780396782,0.18096442380854882,0.7885073915847807,0.9390084146808239,3.5662207943478643,0.3566220794347864,0.9177816963630893,0.814207613928441,0.7935073077632411
18,0.5628838169735778,0.2275721392259758,0.4410131485927442,0.9201014653239473,1.0036607280059742,0.10036607280059742,0.6771213250959853,0.668733468480207,0.5886301650266097
19,0.8178113171986103,0.3375127954289361,0.3987242141186571,0.9500728097024526,0.917893668266955,0.0917893668266955,0.6964371952613153,0.7187780823215772,0.6682612665725095
