run_id,wave_coherence,noise_level,emergence_factor,calibration_factor,cci_raw,cci_normalized,guardian_score,truthlens_score,meaningforge_score
0,0.5721078755507076,0.10584257244628738,0.5779311158990068,0.9449867858384297,2.952020389645559,0.2952020389645559,0.7643323550783095,0.6648650956908135,0.702989328462677
1,0.8767226609373464,0.3552385268130336,0.7379786821324912,0.821747214373795,1.4966637117920372,0.14966637117920373,0.7289183431655462,0.7105247602650095,0.6097591106947678
2,0.5081934451164931,0.13502118063400487,0.4898203869675242,0.8315824613349875,1.5330959491626184,0.15330959491626184,0.7804769939849495,0.7158948356542022,0.6014364178294684
3,0.5446644927978641,0.12518594299661712,0.7276355614133057,0.9199086792515312,2.912273318902454,0.2912273318902454,0.7313944364870927,0.7422604935508427,0.6745917010629764
4,0.6606705922522609,0.35439369926409237,0.7307095076039273,0.920412810249765,1.253794604675316,0.1253794604675316,0.7691178292649301,0.6923262244596669,0.6731736653190462
5,0.5254745723098622,0.20938469289881234,0.34201368157470147,0.863873541410182,0.741481685082962,0.0741481685082962,0.690115680930821,0.6681541542038846,0.6107304023075565
6,0.8160404493735158,0.37162009624002157,0.7755728310479557,0.9123637420289757,1.5538285597809747,0.15538285597809748,0.66927172841331,0.7385910714570707,0.6448939817624607
7,0.7931301345392705,0.11886628715821014,0.31243978732870276,0.9541096132830038,1.989071334613214,0.1989071334613214,0.6980548297082828,0.7456770364190565,0.6271521187805891
8,0.7938670883618006,0.3798713881562038,0.540197059753085,0.8716875856696313,0.9840661445729434,0.09840661445729434,0.7595270846185657,0.7023571342875802,0.6779507494639274
9,0.7568859434964221,0.3872332158477866,0.5003246528706554,0.9476505245697346,0.9267400822538845,0.09267400822538845,0.754493288249882,0.6753988752016379,0.6478500684028254
10,0.7446527986939258,0.20970105027314595,0.5769241748323802,0.8150003986217432,1.669666675273904,0.1669666675273904,0.857923721548556,0.6785462160404584,0.6372634525286688
11,0.64704705002706,0.1507086431772257,0.7763234439808842,0.9666074817168855,3.2217404916437644,0.3221740491643764,0.8747373994318335,0.7709062818220441,0.7275811705790016
12,0.7592225767903253,0.30881985243119714,0.41581084815995856,0.9535264469878617,0.9747482443851864,0.09747482443851864,0.6935644508613505,0.6239432575696208,0.6616086824968579
13,0.7634769405732353,0.27266756231657036,0.49091231639222854,0.8436006750541041,1.159586887519309,0.1159586887519309,0.6436371274493958,0.6728203460046184,0.6737979582455866
14,0.6752882683509375,0.12742437607769505,0.48058750190456034,0.8171389612026774,2.0811581288132603,0.20811581288132602,0.8269984802855628,0.6876709145265847,0.6757109254753556
15,0.6077214160714177,0.2970126418565987,0.6761986915147864,0.9651304458144501,1.335334127227976,0.1335334127227976,0.7536403386246593,0.7189588750466718,0.649602778463333
16,0.6662014676899362,0.1858134008485569,0.6114046449525954,0.984490047654174,2.1580853522895223,0.21580853522895221,0.7623074334503113,0.7728046641712462,0.7636072398822982
17,0.6791084641462846,0.26519184128571066,0.8827051221785969,0.9864827437877275,2.2298935127578283,0.22298935127578284,0.7650434601617935,0.6598848745941749,0.7127284812793047
18,0.8647181937103896,0.19410374593100632,0.8584595534755617,0.8476692202479943,3.2418053284005466,0.32418053284005466,0.8230817791293656,0.7510556612938978,0.7407483749130951
19,0.7155401167540303,0.16841105985827717,0.7277777521398208,0.9043146982791607,2.7962869986938355,0.27962869986938355,0.7914247104195382,0.7056143519188087,0.6985499201879267
