domain,agents,epsilon,shock,seed,CCI,survival_rate,hazard,collapse_risk,preregistered,CCI_mean,CCI_ci_lo,CCI_ci_hi,CCI_ci,survival_rate_mean,survival_rate_ci_lo,survival_rate_ci_hi,survival_ci
bio,2500,0.006,0.002,1201,0.483601477455803,0.7937175938303344,0.30333995909666217,0.4438433907164583,True,0.48355201378289014,0.48326241448429264,0.48382979120734093,1,0.7934621861570209,0.7933564393265649,0.793571761443734,1
bio,2500,0.006,0.002,1202,0.4828386262734665,0.7933015117193731,0.30262535008901414,0.4366947323965485,True,0.48355201378289014,0.48326241448429264,0.48382979120734093,1,0.7934621861570209,0.7933564393265649,0.793571761443734,1
bio,2500,0.006,0.002,1203,0.48354548525391083,0.793235098910576,0.3026175732310597,0.42699538966219086,True,0.48355201378289014,0.48326241448429264,0.48382979120734093,1,0.7934621861570209,0.7933564393265649,0.793571761443734,1
bio,2500,0.006,0.002,1204,0.48422246614838,0.7935945401678,0.3031108041795614,0.43593561169926204,True,0.48355201378289014,0.48326241448429264,0.48382979120734093,1,0.7934621861570209,0.7933564393265649,0.793571761443734,1
bio,2500,0.006,0.005,1201,0.48336147745580305,0.7934715938303344,0.3034629590966621,0.4438925058346216,True,0.4833120137828901,0.4830224144842927,0.483589791207341,1,0.7932161861570209,0.7931104393265651,0.793325761443734,1
bio,2500,0.006,0.005,1202,0.4825986262734666,0.7930555117193732,0.3027483500890142,0.43674443165349425,True,0.4833120137828901,0.4830224144842927,0.483589791207341,1,0.7932161861570209,0.7931104393265651,0.793325761443734,1
bio,2500,0.006,0.005,1203,0.48330548525391087,0.7929890989105761,0.3027405732310597,0.42704559265007824,True,0.4833120137828901,0.4830224144842927,0.483589791207341,1,0.7932161861570209,0.7931104393265651,0.793325761443734,1
bio,2500,0.006,0.005,1204,0.4839824661483801,0.7933485401678,0.30323380417956136,0.4359852761447818,True,0.4833120137828901,0.4830224144842927,0.483589791207341,1,0.7932161861570209,0.7931104393265651,0.793325761443734,1
bio,2500,0.006,0.01,1201,0.482961477455803,0.7930615938303345,0.30366795909666217,0.443974312379876,True,0.48291201378289,0.48262241448429255,0.4831897912073409,1,0.7928061861570209,0.792700439326565,0.792915761443734,1
bio,2500,0.006,0.01,1202,0.4821986262734665,0.7926455117193731,0.30295335008901414,0.4368272123029413,True,0.48291201378289,0.48262241448429255,0.4831897912073409,1,0.7928061861570209,0.792700439326565,0.792915761443734,1
bio,2500,0.006,0.01,1203,0.48290548525391086,0.7925790989105761,0.30294557323105975,0.4271292140854437,True,0.48291201378289,0.48262241448429255,0.4831897912073409,1,0.7928061861570209,0.792700439326565,0.792915761443734,1
bio,2500,0.006,0.01,1204,0.4835824661483801,0.7929385401678002,0.30343880417956137,0.4360679990293267,True,0.48291201378289,0.48262241448429255,0.4831897912073409,1,0.7928061861570209,0.792700439326565,0.792915761443734,1
bio,2500,0.0062,0.002,1201,0.48693481023358093,0.7950509269414454,0.3026732925411066,0.44357677636501447,True,0.48688534656066795,0.48659574726207055,0.48716312398511874,1,0.7947955192681321,0.7946897724376761,0.7949050945548451,1
bio,2500,0.0062,0.002,1202,0.4861719590512445,0.7946348448304842,0.3019586835334586,0.43642495623141375,True,0.48688534656066795,0.48659574726207055,0.48716312398511874,1,0.7947955192681321,0.7946897724376761,0.7949050945548451,1
bio,2500,0.0062,0.002,1203,0.48687881803168875,0.7945684320216871,0.30195090667550417,0.4267228929559788,True,0.48688534656066795,0.48659574726207055,0.48716312398511874,1,0.7947955192681321,0.7946897724376761,0.7949050945548451,1
bio,2500,0.0062,0.002,1204,0.48755579892615786,0.7949278732789112,0.3024441376240058,0.4356660262106374,True,0.48688534656066795,0.48659574726207055,0.48716312398511874,1,0.7947955192681321,0.7946897724376761,0.7949050945548451,1
bio,2500,0.0062,0.005,1201,0.48669481023358097,0.7948049269414456,0.30279629254110657,0.4436260185875088,True,0.486645346560668,0.48635574726207065,0.48692312398511883,1,0.7945495192681321,0.7944437724376763,0.7946590945548452,1
bio,2500,0.0062,0.005,1202,0.48593195905124453,0.7943888448304842,0.3020816835334586,0.43647478126666595,True,0.486645346560668,0.48635574726207065,0.48692312398511883,1,0.7945495192681321,0.7944437724376763,0.7946590945548452,1
bio,2500,0.0062,0.005,1203,0.48663881803168885,0.7943224320216873,0.30207390667550416,0.4267732186943629,True,0.486645346560668,0.48635574726207065,0.48692312398511883,1,0.7945495192681321,0.7944437724376763,0.7946590945548452,1
bio,2500,0.0062,0.005,1204,0.4873157989261579,0.7946818732789113,0.30256713762400583,0.4357158158118411,True,0.486645346560668,0.48635574726207065,0.48692312398511883,1,0.7945495192681321,0.7944437724376763,0.7946590945548452,1
bio,2500,0.0062,0.01,1201,0.4862948102335809,0.7943949269414455,0.3030012925411066,0.44370803677142256,True,0.486245346560668,0.4859557472620705,0.4865231239851187,1,0.7941395192681321,0.7940337724376763,0.7942490945548453,1
bio,2500,0.0062,0.01,1202,0.48553195905124447,0.7939788448304844,0.30228668353345856,0.4365577713512368,True,0.486245346560668,0.4859557472620705,0.4865231239851187,1,0.7941395192681321,0.7940337724376763,0.7942490945548453,1
bio,2500,0.0062,0.01,1203,0.4862388180316887,0.7939124320216872,0.30227890667550417,0.4268570445296515,True,0.486245346560668,0.4859557472620705,0.4865231239851187,1,0.7941395192681321,0.7940337724376763,0.7942490945548453,1
bio,2500,0.0062,0.01,1204,0.48691579892615783,0.7942718732789112,0.30277213762400573,0.435798747095598,True,0.486245346560668,0.4859557472620705,0.4865231239851187,1,0.7941395192681321,0.7940337724376763,0.7942490945548453,1
bio,2500,0.0064,0.002,1201,0.49026814301135874,0.7963842600525567,0.302006625985551,0.4433094715165659,True,0.49021867933844593,0.4899290800398485,0.49049645676289666,1,0.7961288523792432,0.7960231055487875,0.7962384276659564,1
bio,2500,0.0064,0.002,1202,0.4895052918290223,0.7959681779415954,0.30129201697790303,0.4361544968075527,True,0.49021867933844593,0.4899290800398485,0.49049645676289666,1,0.7961288523792432,0.7960231055487875,0.7962384276659564,1
bio,2500,0.0064,0.002,1203,0.4902121508094666,0.7959017651327984,0.3012842401199486,0.4264497294895615,True,0.49021867933844593,0.4899290800398485,0.49049645676289666,1,0.7961288523792432,0.7960231055487875,0.7962384276659564,1
bio,2500,0.0064,0.002,1204,0.49088913170393567,0.7962612063900224,0.3017774710684502,0.4353957608520186,True,0.49021867933844593,0.4899290800398485,0.49049645676289666,1,0.7961288523792432,0.7960231055487875,0.7962384276659564,1
bio,2500,0.0064,0.005,1201,0.4900281430113587,0.7961382600525567,0.302129625985551,0.443358841337428,True,0.48997867933844597,0.48968908003984846,0.49025645676289675,1,0.795882852379243,0.7957771055487872,0.7959924276659562,1
bio,2500,0.0064,0.005,1202,0.48926529182902234,0.7957221779415955,0.301415016977903,0.4362044480991936,True,0.48997867933844597,0.48968908003984846,0.49025645676289675,1,0.795882852379243,0.7957771055487872,0.7959924276659562,1
bio,2500,0.0064,0.005,1203,0.48997215080946666,0.7956557651327982,0.3014072401199486,0.42650017842919613,True,0.48997867933844597,0.48968908003984846,0.49025645676289675,1,0.795882852379243,0.7957771055487872,0.7959924276659562,1
bio,2500,0.0064,0.005,1204,0.49064913170393576,0.7960152063900224,0.3019004710684502,0.43544567608259627,True,0.48997867933844597,0.48968908003984846,0.49025645676289675,1,0.795882852379243,0.7957771055487872,0.7959924276659562,1
bio,2500,0.0064,0.01,1201,0.4896281430113587,0.7957282600525567,0.302334625985551,0.44344107198234844,True,0.4895786793384458,0.48928908003984833,0.4898564567628966,1,0.795472852379243,0.7953671055487872,0.7955824276659562,1
bio,2500,0.0064,0.01,1202,0.4888652918290223,0.7953121779415954,0.301620016977903,0.4362876484147014,True,0.4895786793384458,0.48928908003984833,0.4898564567628966,1,0.795472852379243,0.7953671055487872,0.7955824276659562,1
bio,2500,0.0064,0.01,1203,0.48957215080946664,0.7952457651327983,0.3016122401199486,0.4265842094147618,True,0.4895786793384458,0.48928908003984833,0.4898564567628966,1,0.795472852379243,0.7953671055487872,0.7955824276659562,1
bio,2500,0.0064,0.01,1204,0.49024913170393564,0.7956052063900224,0.3021054710684502,0.43552881655407133,True,0.4895786793384458,0.48928908003984833,0.4898564567628966,1,0.795472852379243,0.7953671055487872,0.7955824276659562,1
bio,2500,0.0066,0.002,1201,0.4936014757891366,0.7977175931636679,0.3013399594299955,0.44304147348518647,True,0.4935520121162236,0.4932624128176262,0.49382978954067447,1,0.7974621854903544,0.7973564386598985,0.7975717607770675,1
bio,2500,0.0066,0.002,1202,0.49283862460680017,0.7973015110527065,0.30062535042234745,0.4358833515259527,True,0.4935520121162236,0.4932624128176262,0.49382978954067447,1,0.7974621854903544,0.7973564386598985,0.7975717607770675,1
bio,2500,0.0066,0.002,1203,0.4935454835872444,0.7972350982439095,0.300617573564393,0.426175896812742,True,0.4935520121162236,0.4932624128176262,0.49382978954067447,1,0.7974621854903544,0.7973564386598985,0.7975717607770675,1
bio,2500,0.0066,0.002,1204,0.49422246448171364,0.7975945395011336,0.3011108045128946,0.43512481304830325,True,0.4935520121162236,0.4932624128176262,0.49382978954067447,1,0.7974621854903544,0.7973564386598985,0.7975717607770675,1
bio,2500,0.0066,0.005,1201,0.4933614757891365,0.7974715931636678,0.3014629594299954,0.4430909714010163,True,0.4933120121162237,0.49302241281762627,0.4935897895406745,1,0.7972161854903542,0.7971104386598984,0.7973257607770673,1
bio,2500,0.0066,0.005,1202,0.4925986246068002,0.7970555110527066,0.30074835042234743,0.43593342955449077,True,0.4933120121162237,0.49302241281762627,0.4935897895406745,1,0.7972161854903542,0.7971104386598984,0.7973257607770673,1
bio,2500,0.0066,0.005,1203,0.4933054835872446,0.7969890982439095,0.30074057356439304,0.42622646940659076,True,0.4933120121162237,0.49302241281762627,0.4935897895406745,1,0.7972161854903542,0.7971104386598984,0.7973257607770673,1
bio,2500,0.0066,0.005,1204,0.4939824644817137,0.7973485395011335,0.3012338045128946,0.4351748543843386,True,0.4933120121162237,0.49302241281762627,0.4935897895406745,1,0.7972161854903542,0.7971104386598984,0.7973257607770673,1
bio,2500,0.0066,0.01,1201,0.49296147578913657,0.7970615931636679,0.30166795942999536,0.4431734153335567,True,0.49291201211622365,0.4926224128176263,0.4931897895406744,1,0.7968061854903544,0.7967004386598984,0.7969157607770676,1
bio,2500,0.0066,0.01,1202,0.49219862460680025,0.7966455110527065,0.30095335042234744,0.4360168409007858,True,0.49291201211622365,0.4926224128176263,0.4931897895406744,1,0.7968061854903544,0.7967004386598984,0.7969157607770676,1
bio,2500,0.0066,0.01,1203,0.4929054835872444,0.7965790982439095,0.30094557356439294,0.42631070629646467,True,0.49291201211622365,0.4926224128176263,0.4931897895406744,1,0.7968061854903544,0.7967004386598984,0.7969157607770676,1
bio,2500,0.0066,0.01,1204,0.49358246448171356,0.7969385395011335,0.3014388045128946,0.4352582048360209,True,0.49291201211622365,0.4926224128176263,0.4931897895406744,1,0.7968061854903544,0.7967004386598984,0.7969157607770676,1
bio,2500,0.0068,0.002,1201,0.4969348085669145,0.7990509262747788,0.30067329287443983,0.4427727795710013,True,0.4968853448940016,0.4965957455954042,0.4971631223184524,1,0.7987955186014655,0.7986897717710095,0.7989050938881787,1
bio,2500,0.0068,0.002,1202,0.4961719573845781,0.7986348441638177,0.29995868386679186,0.4356115177744029,True,0.4968853448940016,0.4965957455954042,0.4971631223184524,1,0.7987955186014655,0.7986897717710095,0.7989050938881787,1
bio,2500,0.0068,0.002,1203,0.49687881636502246,0.7985684313550206,0.2999509070088374,0.42590139246330344,True,0.4968853448940016,0.4965957455954042,0.4971631223184524,1,0.7987955186014655,0.7986897717710095,0.7989050938881787,1
bio,2500,0.0068,0.002,1204,0.49755579725949145,0.7989278726122446,0.3004441379573391,0.4348531802113684,True,0.4968853448940016,0.4965957455954042,0.4971631223184524,1,0.7987955186014655,0.7986897717710095,0.7989050938881787,1
bio,2500,0.0068,0.005,1201,0.4966948085669145,0.798804926274779,0.3007962928744398,0.44282240608097945,True,0.49664534489400164,0.4963557455954043,0.4969231223184525,1,0.7985495186014654,0.7984437717710096,0.7986590938881786,1
bio,2500,0.0068,0.005,1202,0.4959319573845781,0.7983888441638177,0.30008168386679185,0.4356617230227879,True,0.49664534489400164,0.4963557455954043,0.4969231223184525,1,0.7985495186014654,0.7984437717710096,0.7986590938881786,1
bio,2500,0.0068,0.005,1203,0.49663881636502244,0.7983224313550207,0.3000739070088374,0.42595208916655297,True,0.49664534489400164,0.4963557455954043,0.4969231223184525,1,0.7985495186014654,0.7984437717710096,0.7986590938881786,1
bio,2500,0.0068,0.005,1204,0.4973157972594915,0.7986818726122447,0.300567137957339,0.4349033481313534,True,0.49664534489400164,0.4963557455954043,0.4969231223184525,1,0.7985495186014654,0.7984437717710096,0.7986590938881786,1
bio,2500,0.0068,0.01,1201,0.4962948085669145,0.798394926274779,0.3010012928744399,0.4429050641320468,True,0.4962453448940017,0.49595574559540423,0.4965231223184524,1,0.7981395186014656,0.7980337717710096,0.7982490938881787,1
bio,2500,0.0068,0.01,1202,0.49553195738457806,0.7979788441638177,0.30028668386679186,0.43574534620378297,True,0.4962453448940017,0.49595574559540423,0.4965231223184524,1,0.7981395186014656,0.7980337717710096,0.7982490938881787,1
bio,2500,0.0068,0.01,1203,0.49623881636502243,0.7979124313550207,0.30027890700883747,0.42603653271846603,True,0.4962453448940017,0.49595574559540423,0.4965231223184524,1,0.7981395186014656,0.7980337717710096,0.7982490938881787,1
bio,2500,0.0068,0.01,1204,0.4969157972594914,0.7982718726122447,0.30077213795733904,0.43498690935973994,True,0.4962453448940017,0.49595574559540423,0.4965231223184524,1,0.7981395186014656,0.7980337717710096,0.7982490938881787,1
bio,2500,0.007,0.002,1201,0.5002681413446923,0.8003842593858901,0.30000662631888425,0.4425033870600965,True,0.5002186776717795,0.49992907837318196,0.5004964550962303,1,0.8001288517125765,0.8000231048821207,0.8002384269992897,1
